ID,A1,A2,A3,A4,B1,B2,B3,B4,D1,D2,D3,D4,eI,eII,eIII
145,0.1875,0.23325318,0.0625,-0.10825318,0.28012818,-0.03768036,0.265625,-0.02706329,0.52106369,0.35358071,0.07421875,0.115019,4.105030235,-0.680215958,-0.971074913
146,-0.125,-0.125,0,0,-0.02063294,0.08762024,-0.375,0.4330127,-0.3359375,0.1328125,0.09375,0,5.231840086,-0.911379298,-1.138529636
147,0.125,0.125,0.5,0.4330127,-0.17299682,-0.09375,0.3125,0,-0.55132203,-0.0390625,0.453125,0.4330127,4.432860671,-0.086355344,-1.141728391
148,-0.07475953,0.15400635,0.3125,0.54126588,-0.29993988,-0.12387818,0.046875,0.08118988,-0.40893914,-0.27790466,0.51171875,0.72394311,6.058989057,-0.39266545,-1.265356199
149,0.125,0.25,-0.375,0,0.13950318,0.01674682,-0.34375,-0.54126588,-0.1482872,0.23912262,-0.375,0.12178482,6.249463021,-0.774539155,-1.354341237
150,0.10825318,0.65400635,-0.3125,0.32475953,-0.36856964,0.08649841,-0.359375,-0.40594941,0.29721047,0.81263016,-0.44140625,0.345057,9.960768221,-1.263307586,-2.207768622
151,-0.02900635,0.35825318,-0.3125,0.10825318,0.25725159,0.06444306,0.203125,-0.13531647,-0.17966736,0.38314797,-0.08984375,0.37212029,6.631063312,-0.897788837,-1.521253385
152,-0.32475953,0.27900635,-0.0625,-0.32475953,0.40819306,0.00112182,-0.078125,0.35182282,-0.20611473,0.67660248,-0.21484375,-0.46684182,8.855908286,-0.986640282,-1.897866589
153,0.46650635,-0.21650635,0.125,-0.21650635,-0.26450318,0.23549682,-0.09375,0.05412659,0.57741379,0.03962341,0.5,-0.05412659,3.30296902,-0.517058138,-0.83724584
154,0.03349365,0.375,0,-0.4330127,0.11662659,-0.29799682,0.3125,-0.21650635,-0.01506409,0.6717247,-0.421875,-0.35182282,4.927529712,-0.764569326,-1.523817994
155,0.17075318,0.20424682,0.375,0.21650635,-0.19056488,-0.01143829,0.03125,-0.05412659,0.58236672,0.34089043,0.5859375,0.25710129,4.191405576,-0.329220735,-0.881313342
156,0.35825318,0.0625,-0.3125,-0.10825318,0.26031647,0.34038453,0.484375,0.40594941,0.35511315,0.41781845,-0.48828125,0.3179937,4.276098551,-0.457467447,-1.485154581
157,0.29575318,0.17075318,0,-0.4330127,0.15707123,-0.33006806,-0.34375,-0.27063294,0.17794975,-0.08139519,0.1640625,-0.63598741,4.344981204,-0.794563363,-0.839905657
158,-0.17075318,0.07924682,0.375,-0.4330127,0.30494782,-0.06556488,-0.40625,0.21650635,-0.54008904,0.45654549,0.1171875,-0.4330127,4.756941933,-0.631564546,-0.99867298
159,-0.19975953,-0.02900635,0.0625,-0.10825318,-0.21456329,0.21538453,0.515625,0.73070893,0.27964241,-0.27341736,-0.01953125,0.03382912,8.414758832,-0.61672545,-1.825595933
160,-0.21650635,0,-0.25,0.21650635,0.27900635,0.06025635,-0.21875,0,-0.03528641,0.33731964,-0.53125,0.41948105,8.702416183,-0.789447419,-1.833009635
161,0.23325318,-0.52900635,-0.1875,-0.10825318,-0.49969941,-0.06975159,-0.046875,0.51420258,0.12088844,-0.6733873,-0.01171875,-0.25033547,6.078251381,-0.344214242,-1.508123503
162,0.02900635,0.01674682,-0.1875,0.10825318,-0.265625,0.05606964,0.265625,-0.08118988,0.08132004,0.62589638,-0.26953125,-0.03382912,6.731112087,-0.348494325,-1.623311919
163,-0.27900635,-0.23325318,-0.5625,0.10825318,0.13225159,0.72906647,-0.171875,-0.460076,-0.45310486,0.07457435,-0.26953125,0.25033547,11.47056049,-0.989652713,-2.4946949
164,0.6205127,0.23325318,0.0625,-0.10825318,-0.00725159,0.06055694,0.109375,0.02706329,0.48241181,0.53939797,-0.23046875,0.15561394,3.133245288,-0.379117443,-1.26495022
165,-0.1875,0.01674682,0.4375,-0.32475953,-0.08649841,-0.11468353,0.484375,-0.18944306,0.08662857,0.09019935,-0.01953125,-0.50743676,4.204732485,-0.529379493,-0.868370302
166,-0.32475953,0.15400635,0.0625,0.10825318,0.38531647,0.44250794,-0.484375,-0.29769623,-0.43420967,0.30466736,0.19140625,0.25033547,8.885963298,-0.278595611,-2.127773336
167,-0.02900635,0.10825318,-0.1875,-0.10825318,-0.24887818,0.428826,0.296875,0.24356964,-0.10016022,-0.11670174,-0.43359375,-0.33152535,7.325710462,-0.565371417,-1.726103326
168,-0.1875,-0.23325318,-0.0625,-0.32475953,-0.59875794,0.63082917,-0.078125,0.13531647,0.07406845,0.02433388,-0.14453125,-0.7510064,9.009967341,-1.673281129,-2.277479178
169,-0.14174682,-0.15400635,0.1875,0.10825318,0.39981964,-0.06362182,0.265625,0.18944306,0.05808785,0.13727966,0.36328125,0.12855065,5.114560802,-0.692001526,-1.12396641
170,-0.57475953,0.0625,0.0625,-0.32475953,-0.35406647,0.33425476,0.390625,-0.08118988,-0.41383706,0.03990387,0.07421875,-0.62922158,16.66785068,-0.644179009,-4.182525514
171,0.59150635,-0.09150635,0.25,0,0.41237976,0.06025635,0.71875,0.16237976,0.53375397,0.18346359,0.0390625,0.04059494,2.880148031,-0.517487997,-0.624984122
172,-0.0625,-0.44975953,-0.3125,0.10825318,0.171875,-0.28319306,-0.140625,0.24356964,-0.37890625,-0.50605462,-0.16015625,0.25033547,5.64170761,-0.874617173,-1.197202624
173,0.19975953,-0.1875,0.0625,-0.32475953,0.59344941,-0.18024841,0.421875,-0.24356964,0.23093438,-0.16490387,0.00390625,-0.58862664,4.741668849,-0.794682504,-1.055963911
174,-0.15400635,-0.07475953,-0.4375,-0.32475953,0.078125,0.10406647,-0.078125,-0.13531647,-0.56707719,0.29541771,-0.05078125,-0.38565194,7.812599761,-1.212008354,-1.586438876
175,0.10825318,0.15400635,-0.0625,0.32475953,-0.37694306,-0.67800476,-0.328125,-0.35182282,0.26289559,-0.07492996,-0.42578125,0.42624688,5.370100478,-0.960445601,-1.014504468
176,-0.03349365,0.46650635,-0.125,0.21650635,-0.17075318,0.11438294,0.25,-0.10825318,0.00082123,0.24009415,0.25,0.54126588,9.006802961,-0.315209509,-2.302902484
177,-0.19975953,-0.1875,0.1875,0.10825318,-0.53319306,0.24887818,0.046875,-0.08118988,-0.24181176,-0.05231369,0.59765625,-0.03382912,7.139179005,-0.401852166,-1.760738144
178,-0.17075318,-0.54575318,0,0,0.28207123,-0.01143829,0.25,-0.10825318,-0.37602654,-0.52629707,0.2578125,0.28416459,7.152771581,-0.925030932,-2.635296239
179,-0.44975953,0.52900635,-0.1875,-0.32475953,-0.04156647,0.22600159,0.109375,-0.24356964,-0.73078408,0.35031052,0.19921875,-0.5480317,15.85786132,-0.506450972,-4.055013572
180,-0.76225953,-0.42075318,0.375,0.4330127,-0.28431488,0.30719147,0.625,-0.05412659,-0.58961831,-0.5933944,0.0234375,0.4330127,18.30569942,-0.441468247,-4.738920101
181,0.15400635,-0.35825318,0.1875,-0.10825318,0.14675476,0.23519623,0.171875,-0.02706329,0.68886201,-0.49573815,0.24609375,-0.65628488,3.542440395,-0.65121822,-1.2029979
182,0.35825318,0.1875,-0.1875,-0.10825318,0.27481964,0.02175476,-0.015625,0.24356964,0.31620094,-0.02259613,-0.29296875,-0.25033547,4.250214371,-0.551341797,-1.079161793
183,-0.04575318,-0.17075318,0.25,0,-0.33844147,0.32393829,0.15625,0.27063294,0.40017525,-0.08098457,0.4140625,0.28416459,4.953284065,-0.512732251,-1.012676735
184,-0.15400635,-0.35825318,0.1875,0.10825318,0.00725159,0.14368988,0.046875,-0.29769623,-0.67630189,-0.36767326,0.43359375,0.41271523,4.207125321,-0.301217116,-0.982567579
185,0.29575318,-0.13725953,0.125,-0.4330127,-0.35294464,0.51756806,0.21875,0.32475953,0.4369941,-0.07720848,0.2890625,-0.35182282,4.466204481,-0.759619138,-0.831532108
186,0.125,-0.125,0,0,0.22099365,-0.33537659,0.09375,0.16237976,-0.07337738,-0.0078125,0.46875,0.08118988,4.055418705,-0.637542475,-0.917561895
187,0.10825318,-0.27900635,0.1875,-0.10825318,-0.07506012,-0.00112182,0.171875,-0.35182282,0.17374291,-0.46566498,0.29296875,-0.08795571,3.383358689,-0.521712252,-0.742097069
188,-0.07924682,-0.07924682,0.25,-0.21650635,0.29044464,-0.49469147,0.21875,0.10825318,-0.11586037,0.0465194,0.34375,-0.50067094,4.135758317,-0.721199842,-0.936278097
189,0.0625,-0.23325318,-0.3125,0.10825318,0.00725159,0.08118988,-0.359375,0.83896211,-0.04756607,0.09632912,-0.06640625,0.00676582,5.277422677,-0.851212588,-1.04250537
190,0.15400635,-0.10825318,-0.0625,0.32475953,0.12612182,-0.21680694,0.328125,-0.29769623,0.14397034,-0.22689797,-0.07421875,0.30446206,4.224765557,-0.461535997,-0.889328957
191,0.23325318,0.0625,-0.0625,0.10825318,-0.09180694,-0.15737182,-0.171875,-0.02706329,0.63314797,0.08509613,0.23046875,-0.07442406,3.706804324,-0.674415756,-0.701912077
192,-0.35825318,-0.15400635,0.1875,-0.10825318,0.40819306,-0.21762818,0.390625,0.13531647,-0.19564797,0.17159454,0.45703125,-0.37212029,7.767618212,-1.551593879,-1.634824257
193,-0.17075318,-0.04575318,0.25,0,-0.09905853,-0.17606171,0.375,0.54126588,-0.4137069,0.30182793,0.4140625,-0.12178482,5.750407778,-0.08687015,-1.478407196
194,-0.01674682,0.02900635,0.0625,0.10825318,0.26256012,-0.58425476,-0.421875,0.02706329,-0.26513924,-0.27483978,-0.13671875,-0.07442406,6.181420703,-0.25619857,-1.477953247
195,0.1875,-0.19975953,0.0625,0.32475953,0.02399841,0.16043671,-0.296875,-0.24356964,0.08662857,0.17669777,-0.11328125,0.5480317,3.780354559,-0.284274928,-0.77614202
196,0.0625,-0.10825318,-0.0625,-0.10825318,-0.03012818,0.09344941,-0.203125,-0.02706329,0.47557084,0.05098656,-0.21484375,0.35858864,4.263136921,-0.657532373,-0.934599912
197,-0.20424682,-0.17075318,0.125,0.21650635,0.40094147,0.18219147,0.25,0.10825318,-0.20194816,-0.1324569,0.40625,0.460076,5.872973504,-0.501610143,-1.339646044
198,0.51674682,0.0625,0.3125,0.10825318,0.01256012,0.12163453,0.359375,0.40594941,0.53076424,-0.00069107,0.01953125,-0.07442406,3.301449454,-0.399557476,-0.667539624
199,0.3125,-0.35825318,0.1875,-0.10825318,-0.06975159,0.12081329,0.109375,-0.13531647,0.44768631,-0.42082832,0.08203125,-0.04736076,2.784308423,-0.45803329,-0.606357237
200,-0.27900635,0.35825318,0.0625,-0.10825318,-0.2611377,-0.19168671,-0.203125,-0.40594941,-0.19865784,0.23332832,0.26171875,-0.04736076,7.480973503,-0.417623557,-1.612538405
201,-0.23325318,-0.40400635,-0.1875,0.32475953,0.15430694,0.13000794,-0.078125,-0.08118988,-0.56283547,-0.54378998,-0.08203125,0.5480317,6.56390741,-0.54588104,-1.492428962
202,0.23325318,-0.3125,-0.3125,-0.10825318,0.09569306,-0.01338135,-0.234375,-0.40594941,0.19579826,0.29435089,-0.32421875,0.19620888,5.137533646,-0.583334742,-1.008244665
203,0.01674682,0.0625,-0.1875,0.10825318,0.28543671,0.39451111,0.359375,-0.35182282,0.23542168,0.00390625,-0.05859375,0.49390511,5.145561356,-0.902238756,-0.939300905
204,0.04575318,-0.67075318,-0.625,0.21650635,-0.01143829,0.41768829,0.15625,0.37888611,0.07317207,-0.43576225,-0.765625,0.37888611,6.664713205,-1.26328049,-1.392771489
205,-0.51225953,0.17075318,0,-0.64951905,0.24693512,-0.29881806,-0.3125,-0.05412659,-0.64430581,0.11529946,0.2109375,-0.48713929,13.60493805,-1.235133651,-3.05268098
206,0.07475953,0.0625,0.1875,-0.32475953,0.08343353,0.06975159,-0.546875,-0.35182282,-0.14391533,0.05537857,0.19921875,-0.50743676,4.431287958,-0.36874753,-0.960764403
207,0.26674682,-0.0625,0.6875,-0.32475953,-0.28319306,-0.109375,-0.046875,0.29769623,0.28536156,-0.33203125,0.60546875,-0.18267723,3.47595756,-0.263496468,-0.843532247
208,0.38725953,0.17075318,0.25,0,0.34457123,-0.319451,0.15625,0.16237976,0.35524331,0.41830422,-0.0546875,0.04059494,3.514864726,-0.590251651,-0.691648919
209,-0.0625,-0.14174682,-0.1875,0.10825318,0.00949524,-0.11243988,-0.265625,-0.13531647,-0.31319107,-0.10429191,-0.08203125,0.04736076,5.556393916,-0.59165124,-1.225614599
210,0.0625,0.23325318,0.0625,-0.32475953,0.31750794,0.31444306,-0.234375,-0.18944306,-0.32085328,0.21127297,0.19140625,-0.18267723,4.988952658,-0.475457578,-1.069442786
211,0.02900635,0.44975953,0.0625,0.10825318,-0.046875,0.00194306,0.109375,-0.02706329,0.0486879,0.79649926,-0.46484375,0.25033547,6.050723179,-0.783730786,-1.222850987
212,0.125,0.09150635,-0.375,0.4330127,0.11438294,-0.14563294,0.0625,-0.48713929,0.4451622,0.38823105,-0.234375,0.230038,5.989351702,-0.925257849,-1.14739637
213,-0.01674682,-0.27900635,0.1875,-0.32475953,-0.37081329,0.06975159,-0.171875,0.29769623,-0.25885918,-0.46398225,0.03515625,-0.06089241,4.873049073,-0.593465937,-1.109110949
214,0.34150635,-0.125,0,0.21650635,0.04575318,-0.22487976,-0.125,0.27063294,0.40094147,-0.14384018,0,0.01353165,3.548116247,-0.571710879,-0.751210789
215,-0.07924682,0.17075318,-0.125,0,-0.60907441,-0.19893829,0,-0.37888611,0.0385566,0.05754707,0.3203125,0.32475953,8.020758065,-0.248053573,-2.039299892
216,0.10825318,0.27900635,-0.0625,-0.32475953,0.59344941,-0.00725159,0.515625,0.08118988,0.28633309,-0.27009216,0.06640625,-0.38565194,4.592105415,-0.755202393,-1.046201098
217,0.29575318,0.04575318,-0.25,-0.21650635,0.381951,-0.20506806,0.0625,-0.27063294,0.12939201,0.1949569,0.03125,-0.41948105,5.556817531,-0.694898768,-1.176819635
218,-0.10825318,-0.0625,0.0625,0.10825318,0.44557282,-0.00949524,0.265625,0.13531647,-0.15826821,-0.21944107,0.26171875,-0.19620888,4.96937281,-0.596355017,-1.08364284
219,-0.34150635,-0.5,-0.25,0,0.09150635,0.06862976,-0.3125,-0.21650635,-0.26491379,-0.734375,-0.484375,0.16237976,9.969991194,-0.961877326,-2.153377656
220,0.15400635,0.01674682,-0.0625,0.10825318,-0.05524841,-0.29993988,-0.234375,-0.56832917,0.3218248,-0.12701821,0.27734375,0.25033547,4.394236534,-0.487075683,-0.870937709
221,0.17075318,0.42075318,0.125,0,-0.03655853,0.10518829,0.15625,0,-0.28436989,0.4996444,0.2421875,-0.32475953,4.549173804,-0.183586714,-1.132172033
222,0.01674682,0.40400635,-0.0625,-0.54126588,-0.32506012,0.10100159,-0.703125,-0.24356964,0.31201424,0.21734772,0.18359375,-0.43977853,4.809023518,-0.705907744,-0.990691511
223,-0.10825318,-0.0625,-0.0625,-0.10825318,-0.22293671,0.12387818,-0.109375,-0.08118988,-0.32064797,-0.54756607,-0.02734375,0.03382912,5.045403984,-0.789767932,-1.099099036
224,0.25,-0.125,0.25,0.21650635,-0.41626588,-0.03125,0.4375,0.27063294,-0.1404747,-0.453125,0.0859375,0.460076,4.696315838,-0.155271207,-1.175178884
225,0.04575318,-0.17075318,0.25,0,-0.43219147,-0.21957123,-0.25,0.10825318,0.3510566,-0.40114678,0.2265625,-0.12178482,4.106927354,-0.376593315,-0.953578198
226,0.34150635,-0.375,0,-0.21650635,-0.15625,0.1875,-0.03125,0.10825318,0.28375397,-0.515625,-0.3046875,0.02706329,3.322678224,-0.615643719,-0.799548496
227,-0.23325318,0.0625,0.3125,-0.32475953,0.22906647,-0.015625,0.296875,0.08118988,-0.57999291,0.12109375,0.69921875,-0.30446206,5.336663649,-0.78397971,-1.149795246
228,0.51225953,0.17075318,0.375,0,0.16155853,0.33844147,-0.59375,0.10825318,0.02405342,0.3433944,0.0703125,0,3.028156459,-0.250550607,-0.650737311
229,0,-0.21650635,-0.25,-0.21650635,0.56862976,-0.23100953,0,-0.37888611,0,-0.50067094,-0.390625,-0.17591141,7.620103826,-1.062106469,-1.554863568
230,0,0,0,0,-0.27512024,-0.43525635,-0.15625,0.16237976,-0.43106964,0.08118988,0.234375,-0.08118988,5.228131735,-0.341171408,-1.2810967
231,0.125,-0.21650635,-0.25,0,-0.125,0.25,0.28125,-0.27063294,0.0078125,0.34890823,-0.34375,0.32475953,5.29331858,-0.781337905,-1.089658607
232,0,-0.71650635,-0.125,0,-0.03125,-0.03349365,-0.125,0.05412659,-0.44026429,-0.67591141,-0.0078125,0.40594941,6.543258947,-0.863460845,-2.285804455
233,-0.27900635,-0.14174682,-0.1875,0.32475953,0.04074524,0.43944306,0.234375,0.460076,-0.21413254,-0.40897941,-0.33984375,0.42624688,8.588867822,-0.674300474,-2.101754102
234,0,0,0,0,-0.04799682,-0.04186706,-0.34375,0.05412659,0.19378006,-0.2578125,-0.0703125,0.2029747,4.471230557,-0.481845629,-0.904338974
235,-0.125,0,-0.125,-0.4330127,0.29575318,-0.24162659,-0.5625,-0.27063294,-0.3982872,0.24525238,0.0625,-0.63598741,8.267835354,-0.336897647,-1.896911843
236,-0.27900635,-0.01674682,0.1875,-0.10825318,0.10100159,-0.17493988,0.046875,-0.460076,-0.08147034,-0.12451424,0.43359375,-0.00676582,6.117292689,-0.56775541,-1.424861439
237,0.125,-0.125,0.125,0.21650635,0.37275635,-0.4017627,0.21875,0.05412659,-0.19056488,-0.06096756,-0.0625,0.13531647,4.326712349,-0.517302575,-0.949369902
238,-0.09150635,-0.09150635,-0.375,-0.21650635,0,-0.01674682,-0.15625,-0.16237976,0.15834335,-0.6866385,-0.65625,-0.21650635,6.528300287,-0.950419605,-1.56212104
239,0.34150635,0,0.125,-0.21650635,0.08537659,-0.02900635,-0.03125,-0.05412659,0.52732361,0.23269226,0.03125,0.18944306,3.263187655,-0.457038306,-0.945167027
240,0.09150635,0.09150635,-0.5,-0.4330127,-0.39563294,0.31025635,-0.34375,0.05412659,0.14925873,0.31960129,-0.3359375,-0.55479752,7.075229075,-1.279223491,-1.852740297
241,0.125,-0.25,0.25,-0.21650635,-0.04575318,0.25837341,-0.09375,-0.21650635,0.3279747,-0.44209732,-0.125,-0.58186082,3.421890036,-0.348490317,-0.853864757
242,-0.07924682,0.17075318,0,-0.21650635,0.12806488,0.03207123,0.1875,-0.05412659,0.38383904,0.2027694,-0.1875,-0.25710129,4.612531104,-0.63309755,-1.014920887
243,-0.0625,0.32475953,0.1875,0.54126588,0.34262818,0.25194306,-0.328125,0.02706329,0.08647828,0.37017723,0.43359375,0.52096841,7.848519475,-0.398716709,-1.901098841
244,-0.0625,-0.35825318,-0.1875,0.32475953,-0.01338135,-0.39368988,-0.203125,-0.51420258,0.10072113,-0.56268517,-0.36328125,0.22327217,5.494459299,-0.831974708,-1.072898624
245,0.04575318,-0.07924682,0.125,-0.21650635,0.50082123,-0.10518829,-0.03125,0.05412659,-0.0159806,-0.59089043,-0.296875,-0.13531647,4.568872482,-0.559805764,-1.021372612
246,-0.46650635,-0.125,0.375,-0.21650635,0.17912659,-0.10600953,0.09375,-0.37888611,-0.55229355,0.16084732,0.09375,-0.460076,8.074877141,-0.850121071,-1.825507814
247,-0.09599365,0.10825318,-0.0625,0.10825318,-0.14899841,-0.06444306,0.109375,0.02706329,0.06263016,-0.02754906,-0.28515625,0.65628488,6.020145495,-0.699541149,-1.336339301
248,0.3080127,0.21650635,-0.125,-0.21650635,-0.25612976,-0.24387024,-0.1875,-0.32475953,0.20338532,0.35085129,-0.2421875,-0.09472153,4.049548992,-0.748080114,-0.940154208
249,-0.04575318,-0.07924682,0,0.4330127,0.06556488,-0.35294464,-0.03125,0.16237976,-0.49627892,-0.24101066,0.0703125,0.47360764,5.472291091,-0.518370672,-1.243178664
250,-0.48325318,0.15400635,0.1875,-0.10825318,0.12469941,0.27175476,0.046875,-0.02706329,-0.63621285,0.30007004,0.19921875,-0.33152535,8.409054694,-0.487367798,-1.741132726
251,0.10825318,-0.40400635,-0.1875,0.32475953,-0.52481964,-0.04463135,-0.046875,0.73070893,0.06911553,-0.72332719,-0.17578125,0.06089241,6.427013286,-0.620788925,-1.492978292
252,0.23325318,-0.40400635,-0.1875,0.10825318,-0.57281647,-0.41963135,-0.734375,0.35182282,0.37073815,-0.53919266,0.01171875,0.04736076,5.356045638,-0.74395338,-1.210959307
253,-0.27900635,0.23325318,0.0625,0.10825318,0.30300476,0.12469941,0.109375,0.08118988,-0.04547272,0.69090035,-0.39453125,0.04736076,8.078569375,-0.862511513,-1.730673585
254,-0.23325318,0.4955127,-0.1875,-0.32475953,-0.08343353,0.09262818,-0.078125,-0.24356964,-0.46280541,0.72276627,-0.15234375,-0.58862664,7.629298874,-1.111209894,-1.612678454
255,-0.09599365,0.23325318,0.0625,-0.32475953,0.25725159,-0.41656647,-0.015625,-0.35182282,-0.05915466,0.19120094,-0.34765625,-0.46684182,6.177440388,-0.55080581,-1.352552765
256,0.46650635,0.25,-0.125,0,-0.17075318,0.15625,0,-0.27063294,0.43219147,0.61075714,-0.265625,0.28416459,4.052490794,-0.697549797,-0.979627274
257,-0.10825318,-0.15400635,0.0625,-0.32475953,-0.20006012,0.015625,-0.453125,0.08118988,-0.18798576,0.1075621,0.54296875,-0.06089241,5.756875908,-0.848574296,-1.340221475
258,0.07924682,0.07924682,0,-0.21650635,-0.34457123,-0.28207123,0.125,0.16237976,0.05642525,-0.12770928,-0.046875,-0.09472153,5.442979539,-0.482726966,-1.258263676
259,0.29575318,0.17075318,0,-0.4330127,-0.21344147,0.21568512,-0.03125,-0.05412659,0.4369941,0.18561196,-0.140625,-0.35182282,3.903156684,-0.49561956,-1.497898219
260,-0.0625,0.01674682,0.1875,-0.10825318,0.13838135,0.34569306,-0.265625,0.40594941,0.28653839,-0.00814797,0.01171875,-0.00676582,4.381404415,-0.80886013,-1.206966054
261,-0.23325318,-0.27900635,0.0625,0.10825318,-0.07506012,-0.06975159,0.390625,-0.51420258,0.177519,-0.04715546,-0.04296875,0.00676582,5.435293014,-0.566101574,-1.311405414
262,-0.34150635,0.34150635,0.125,-0.21650635,-0.24775635,-0.25388611,0.0625,-0.10825318,-0.47585129,0.44613373,-0.109375,-0.29769623,7.782546125,-0.536221153,-1.883048514
263,-0.26225953,0.26225953,-0.125,0,0.17994782,0.68607758,-0.40625,-0.4330127,-0.54580819,0.17080819,-0.0546875,0,7.265109894,-1.189461269,-1.657583634
264,0.32475953,-0.02900635,0.0625,-0.10825318,-0.04993988,-0.06362182,0.453125,-0.35182282,0.03745491,0.49665466,0.00390625,-0.00676582,3.477624367,-0.379902603,-0.767549871
265,0.35825318,0.0625,0.0625,0.10825318,0.00643036,0.359375,-0.015625,-0.13531647,0.49405541,0.26171875,-0.06640625,0.20974053,3.300626968,-0.528820145,-0.699625392
266,0.21650635,0.125,0.375,-0.21650635,-0.01674682,-0.01674682,-0.5,-0.4330127,0.19934891,0.1639122,0.375,-0.37888611,3.518380209,-0.189212382,-0.758653209
267,0.4330127,-0.25,0.125,-0.21650635,-0.33537659,0.38112976,0.28125,0.48713929,0.26267014,-0.25459732,0.4765625,-0.33829117,4.305723785,-0.241722082,-1.069717036
268,0.26225953,0.17075318,-0.25,0.21650635,0.10518829,0.12806488,-0.125,0.05412659,0.14277337,-0.42667763,-0.3671875,0.29769623,4.589053604,-0.767033932,-0.920801572
269,0.26225953,-0.17075318,0.25,0.21650635,-0.16544464,0.19893829,0.28125,0.21650635,0.34743081,-0.33711434,0.5078125,-0.10825318,3.585328262,-0.210669293,-0.793275253
270,-0.14174682,-0.27900635,-0.0625,-0.10825318,0.06444306,0.27399841,0.328125,0.460076,0.14096047,-0.40163254,-0.19140625,0.23680382,5.954680054,-0.88926932,-1.13833604
271,-0.07924682,0.04575318,0.375,0.21650635,0.26756806,0.29268829,0.25,0,-0.43938804,-0.09089043,0.5859375,0.17591141,4.418857428,-0.520569687,-0.828156123
272,-0.0625,0.23325318,-0.0625,-0.32475953,-0.43024841,0.14368988,-0.328125,0.13531647,-0.10853363,0.24267326,0.48828125,-0.22327217,7.409595127,-0.452449981,-1.885662464
273,-0.44975953,-0.4955127,0.0625,0.10825318,0.26868988,-0.38000794,-0.421875,0.24356964,-0.71071206,-0.33857163,0.28515625,0.25033547,9.775338528,-1.32383883,-3.494106887
274,0.21650635,-0.09150635,0.125,0.4330127,-0.70588929,-0.20200318,-0.4375,0.05412659,0.17131409,0.11774841,0.2890625,0.59539247,6.400932752,-0.408161064,-1.583985486
275,-0.79575318,-0.04575318,0.375,0,0.11969147,-0.15931488,-0.34375,0.21650635,-0.8746444,-0.01373696,0.609375,-0.04059494,18.88795312,-0.677204531,-4.538772312
276,0.34150635,-0.125,-0.125,0,0.17912659,0.52287659,-0.25,-0.16237976,0.03390427,0.02650238,-0.5703125,0.24356964,4.485095051,-0.433706234,-1.042763644
277,-0.29575318,0.42075318,0.25,0,0.16155853,-0.18219147,0.09375,0.37888611,-0.73540154,0.1246444,0.484375,0,9.47829115,-0.350657532,-2.333513383
278,0.60825318,-0.0625,0.0625,-0.10825318,0.10631012,0.03461547,0.203125,-0.24356964,0.43017326,-0.38350357,-0.37109375,-0.16914559,3.075967846,-0.463640378,-1.03630198
279,0.25,0.4330127,-0.125,-0.21650635,-0.15625,0.16237976,0,-0.10825318,0.625,0.27063294,0.3671875,-0.01353165,4.295908198,-0.736987056,-0.793310649
280,-0.35825318,-0.0625,0.1875,-0.54126588,0.28932282,-0.00112182,0.078125,-0.08118988,-0.32707832,-0.01018631,0.50390625,-0.56156335,7.583077527,-1.192322409,-1.62201276
281,-0.09150635,0.21650635,-0.25,0.21650635,0.45813294,0.52900635,0.09375,-0.32475953,-0.05550873,-0.12877609,0.1953125,0.21650635,6.206213437,-0.654926556,-1.393163795
282,0.09599365,0.01674682,0.3125,0.10825318,0.03012818,0.02706329,-0.046875,0.24356964,0.06252014,-0.16301582,0.69921875,0.37212029,3.553237433,-0.267914489,-0.852965029
283,0.46650635,0.34150635,0.25,0.21650635,0.40400635,-0.07087341,-0.15625,-0.10825318,0.27272629,0.04309891,0.53125,-0.06765823,4.088651825,-0.22373996,-0.957297007
284,0.51225953,-0.54575318,0.25,-0.4330127,-0.13030853,0.00306488,0.21875,-0.05412659,0.49908348,-0.44970451,0.3671875,-0.230038,4.588363485,-1.169683441,-1.437316769
285,-0.01674682,-0.0625,0.3125,-0.32475953,0.51420258,-0.45925476,-0.296875,0.35182282,-0.39152138,-0.13028839,0.23046875,-0.30446206,4.085668544,-0.754699464,-0.845114416
286,-0.01674682,0.1875,-0.5625,-0.10825318,-0.01868988,0.33425476,-0.234375,-0.18944306,-0.31201424,0.58801072,-0.55078125,-0.33152535,6.676840997,-1.103033442,-1.303674888
287,-0.25,0.25,-0.125,0.21650635,-0.11662659,-0.23100953,0.5625,0,-0.25459732,0.63879197,-0.0078125,-0.230038,9.298256615,-0.119966873,-2.381614648
288,-0.34150635,-0.25,-0.125,0.21650635,0.39787659,-0.4955127,0.21875,0.37888611,-0.06193909,0.15763214,-0.03125,-0.18944306,9.163247542,-1.722562504,-1.974596293
289,0.38725953,-0.32924682,0.25,-0.4330127,0.19280853,-0.17381806,0.375,0.32475953,0.40839837,0.03549172,0.34375,-0.51420258,3.50741759,-0.160119174,-0.871306216
290,-0.17075318,-0.51225953,-0.125,0,-0.19056488,-0.16768829,0.28125,0.54126588,-0.18561196,-0.53171563,-0.2890625,0,8.019423369,-0.416992031,-1.984061487
291,0.09150635,0.25,0,0,-0.05637024,0.23325318,0.25,0,-0.17718353,-0.0701622,0.28125,0.32475953,4.952803197,-0.217438392,-1.234659988
