ID,A1,A2,A3,B1,B2,B3,D1,D2,D3,e1,e2,e3,e12,e13,e23,eI,eII,eIII
421,0.375,-0.125,0.25,-0.03125,0.21875,-0.4375,0.5859375,0.2734375,0.390625,2.921263149,-0.031210202,-0.66623268,0.796887834,-0.015201113,0.940830396,2.848011894,-0.166865174,-0.637125431
422,-0.375,0.375,-0.25,0.09375,-0.09375,-0.1875,-0.3515625,0.5390625,-0.296875,5.53920021,7.055427122,-3.084354785,-15.09238835,-1.113580056,0.695840135,13.09231741,-0.831940752,-2.967888517
423,0.375,0.375,-0.25,-0.21875,0.15625,-0.4375,0.5859375,0.3984375,0.171875,3.481804488,-0.790316681,-0.53005953,1.829843095,0.028960058,0.574189612,4.026167697,-0.432890936,-1.534610989
424,0.25,0,-0.5,-0.1875,-0.25,-0.375,0.296875,0.28125,-0.40625,4.431656926,-0.883787252,-0.655562957,3.190642456,-0.091107431,0.411293968,4.879951451,-0.64743737,-1.340207363
425,0,0.25,0,0.25,0.0625,0.5,0.1875,0.484375,-0.5625,2.439483178,2.371445316,-1.124627636,-6.311142424,0.725481541,-0.649614867,5.596365217,-0.748195735,-1.161868624
426,0.25,-0.25,0,0.5625,-0.0625,0.75,0.4375,0.125,0.09375,-0.36756675,3.663159914,-0.797021012,-2.864405833,1.284651589,-0.164344474,4.189214458,-0.601921877,-1.088762365
427,0.25,0.25,0,0.3125,-0.1875,0.25,0.15625,0.71875,-0.46875,2.463247765,1.523706487,-0.957063514,-5.85984475,-0.249605421,0.213618168,4.660849509,-0.852354144,-0.924941421
428,-0.5,-0.25,0,-0.375,-0.0625,0.75,-0.453125,0.03125,-0.09375,-0.092252876,15.97360941,-4.046246345,-1.551130663,2.887299979,-0.017568182,16.11416181,-0.128695971,-4.150355656
429,0,0.5,-0.5,-0.0625,-0.0625,0.75,-0.140625,0.265625,-0.125,-0.217634861,10.27720515,-2.596791439,1.49847705,1.760602645,-0.208393467,10.38881821,-0.259372988,-2.66666638
430,-0.5,0,0.5,0.0625,-0.0625,0.75,0.015625,0.140625,0.125,7.697968686,0.003113237,-1.801202616,-0.001041495,0.07395277,-2.432170877,7.85118434,0.003794741,-1.955099775
431,-0.125,-0.375,0.25,-0.28125,-0.21875,-0.4375,0.1796875,-0.5859375,-0.171875,3.373093132,-0.082009287,-0.707254995,2.578184358,-0.032572543,0.204987675,5.461165471,-1.320239162,-1.719603849
432,-0.25,0.5,0,0,0.0625,-0.125,-0.203125,0.78125,-0.5625,8.665567875,-0.366287386,-1.719067469,-1.273176313,-0.509031961,0.342928943,9.170129044,-1.388126937,-1.88591626
433,0.125,0.125,-0.25,0.15625,0.28125,-0.3125,-0.1328125,-0.0390625,-0.671875,1.476945545,3.189093113,-1.099031305,6.037047715,0.592776246,1.12592581,5.079937313,-0.509554386,-1.191003314
434,0.25,-0.25,0,0,0.25,-0.375,0.390625,0.078125,0,3.643256932,-0.170684898,-0.79294368,1.374194981,-0.017213415,1.165121939,3.53885923,-0.368178908,-0.75915149
435,0.125,-0.125,0.25,-0.03125,0.28125,-0.3125,0.3828125,0.0859375,0.015625,3.400721544,-0.159390549,-0.739837772,1.168927793,-0.017781031,1.066010263,3.303544461,-0.326743338,-0.705781206
436,-0.125,-0.125,0.25,-0.15625,-0.15625,-0.1875,-0.3359375,-0.3359375,0.296875,-0.140110938,3.860099241,-0.950016666,-2.13143976,-0.373325065,0.152597468,4.075196807,-0.523053631,-0.91594185
437,-0.25,0.25,0,-0.6875,-0.3125,0.5,-0.203125,0.203125,0.5625,-0.000988294,11.19117063,-2.933910691,1.729146679,1.753655979,0.014590041,11.3112878,-0.066160293,-2.988855861
438,-0.25,0,0.5,0.5625,0.375,0.125,0.125,-0.140625,0.125,1.324883269,3.33945929,-1.145827276,5.446972864,0.537687424,1.088974434,4.92719479,-0.331412084,-1.220307067
439,0.25,0.25,-0.5,0.125,0.5,0.25,0.0625,0.25,-0.875,2.941901112,1.009907228,-0.85949105,-7.518172006,0.412493896,-0.552852027,5.874782467,-0.877108186,-1.905356992
440,-0.25,0,0,-0.0625,0.375,0.75,-0.25,-0.421875,0.09375,-0.113133372,8.374995814,-2.137543802,-0.785073171,1.170344494,-0.096884623,8.425705835,-0.13102365,-2.170363544
441,-0.25,0,0,-0.125,-0.4375,-0.125,-0.4375,-0.140625,0.09375,-0.359746575,6.026013361,-1.478717242,-2.354267308,-0.357180697,0.421336154,6.160692832,-0.784124412,-1.404354203
442,0.125,0.375,-0.25,-0.03125,-0.09375,-0.6875,0.1484375,-0.0234375,-0.109375,6.391332863,-0.273980977,-1.403715523,-0.175147009,-0.022362375,1.632321746,5.864986573,-0.287747356,-1.257275281
443,-0.125,-0.375,-0.25,-0.28125,0.28125,0.9375,-0.3828125,-0.3984375,-0.015625,-0.112936164,10.0294716,-2.553198656,-1.601813674,1.527043132,-0.085719148,10.13838186,-0.175672321,-2.599372761
444,0,0,0.5,0.8125,0.1875,0.25,0.140625,-0.140625,0.6875,-0.106480732,5.187101342,-1.32731935,-1.532991519,-0.675097431,0.105762647,4.803363324,-0.371808867,-1.077744784
445,0.125,-0.125,0.25,-0.28125,0.28125,0.4375,0.2890625,-0.2890625,0.390625,4.128888977,-0.125482306,-0.925655509,1.168949857,0.007601998,-0.887954288,4.245084828,-0.199146896,-0.968186771
446,0.125,0.125,0.25,0.21875,-0.03125,0.4375,0.0078125,0.2890625,0.203125,2.452478475,0.814859434,-0.771533967,-4.171143082,-0.186193301,-0.121162193,3.8742187,-0.550971184,-0.827443574
447,-0.125,-0.125,0.25,-0.15625,-0.15625,0.3125,-0.2421875,-0.4296875,-0.453125,1.12606569,3.086339202,-1.017892986,4.928961644,-0.540567912,-0.98746528,4.801634038,-0.440592993,-1.166529139
448,0.25,0.25,0,-0.25,0.375,0.125,-0.078125,0.203125,-0.5625,2.290548764,2.183705819,-1.078280699,-5.59156857,0.405654371,-0.314427671,5.043982445,-0.556910059,-1.091098501
449,-0.5,-0.25,0,0.125,-0.1875,-0.25,-0.640625,-0.34375,0.28125,-0.241976936,9.921351884,-2.517521095,-4.12636713,-0.938710193,0.222479021,9.802461723,-0.76092594,-2.270854469
450,0.25,-0.25,0.5,0,-0.375,-0.75,0.25,-0.4375,0.125,2.529834419,-0.061173271,-0.565989823,1.45322505,-0.009929026,0.540428285,2.710318711,-0.403583927,-0.499953298
451,0.25,0.25,0,0,-0.125,-0.125,0.484375,0.390625,0,3.541106125,-0.334933006,-0.647330027,1.321070522,-0.149439547,0.343818847,3.800100405,-0.644901962,-0.842833465
452,-0.125,0.125,0.75,0.78125,0.21875,-0.4375,-0.2890625,0.2890625,0.421875,-0.005229364,6.982200939,-1.848169807,-0.060202181,-0.890212505,-0.043427995,6.177159163,-0.049160612,-1.519207338
453,0.375,-0.375,0.25,0.15625,-0.15625,-0.3125,0.3515625,-0.3515625,0.296875,2.5235461,-0.086984209,-0.559834494,1.60990061,-0.016731219,0.485311791,2.649839518,-0.295491707,-0.556014471
454,-0.375,-0.125,-0.25,-0.03125,0.65625,0.0625,-0.3046875,-0.0078125,-0.390625,5.918271199,2.306205624,-1.876840529,-9.964833989,-1.737818766,1.069410901,9.828931058,-1.693089998,-2.085139956
455,0.375,-0.125,0.25,-0.15625,-0.15625,0.5625,0.0703125,0.2265625,0.296875,-0.023398801,3.398018744,-0.856820426,-0.82325103,0.620112152,-0.028508794,3.46899955,-0.071608343,-0.87959169
456,-0.125,-0.375,-0.25,0.34375,0.28125,0.1875,0.2265625,-0.5390625,-0.296875,1.043038083,4.757044662,-1.397644592,6.991388072,0.755139563,1.148888832,6.468434633,-0.849484733,-1.498768809
457,0,0.25,-0.5,-0.3125,0.25,0,0,0.578125,-0.40625,4.005067676,4.452261519,-2.094862182,-10.30143882,0.610207723,-0.496262473,9.39760445,-0.926051971,-2.109085466
458,-0.25,0.25,0,-0.4375,-0.1875,1,-0.484375,0.203125,0,0.007206409,11.97178528,-3.10886322,2.042277883,1.997286563,0.051274237,12.12359938,-0.078209128,-3.175261786
459,-0.125,0.125,0.25,-0.15625,-0.09375,0.8125,0.1328125,0.1484375,0.109375,6.032859455,-0.01191971,-1.411913515,-0.396292908,0.044392868,-1.817924494,6.14868413,-0.018370554,-1.521287346
460,0,-0.5,-0.5,-0.125,0.25,-0.125,0.046875,-0.640625,-0.875,0.644629172,4.768358704,-1.30134634,6.444957544,0.686991201,0.939172751,6.256693359,-0.928542175,-1.441869726
461,0.125,0.375,-0.25,-0.03125,-0.34375,-0.1875,0.4296875,-0.0234375,-0.109375,5.612439272,-0.9158578,-1.016319533,0.722630029,0.051026964,0.956201711,5.370983442,-0.901720572,-1.02936824
462,0,-0.25,0,0.4375,0.5,0.125,0.046875,-0.0625,-0.28125,1.158536106,3.569086184,-1.146511768,5.460415196,0.600080305,1.062756796,4.951848992,-0.440323257,-1.18753735
463,0.125,0.125,0.25,0.34375,0.34375,0.1875,0.2421875,-0.1328125,0.109375,0.901114836,2.431112662,-0.803443764,4.093853495,0.35675725,0.694618084,3.672900655,-0.618074712,-0.656533603
464,0.125,0.125,-0.25,0.03125,0.15625,0.6875,0.1484375,0.1484375,-0.109375,5.908331077,-0.236246333,-1.298885574,0.54008744,0.011842267,-1.551155565,6.002351956,-0.246706288,-1.382446498
465,0,-0.5,0,-0.25,0.25,0.5,0.375,-0.21875,0.5625,4.195474685,-0.104414965,-0.951204774,2.193289947,0.034003524,-0.879008539,4.491958143,-0.345833582,-1.006269615
466,0.25,0,0,0,0.1875,0.625,0.203125,-0.09375,0,4.252744475,-0.199570602,-0.920587293,1.046553316,-0.00248336,-1.075740447,4.36743851,-0.255179549,-0.979672382
467,-0.5,0.25,0,-0.125,-0.3125,0.25,-0.359375,0.53125,-0.28125,-0.416358532,12.19265643,-2.998066366,-0.053568265,1.953506799,-0.447894417,12.25533645,-0.398018912,-3.079086002
468,-0.5,0.25,0.5,-0.5625,-0.25,0.5,-0.40625,0.296875,0.40625,-0.030648552,12.27916,-3.243136814,1.654660882,1.601320873,0.062983027,12.37559182,-0.085852475,-3.284364709
469,-0.125,-0.125,-0.75,0.03125,0.15625,-0.0625,-0.0078125,0.2734375,-0.984375,-1.062098909,8.490709224,-1.734683049,-4.673595104,-1.5562565,-0.062386098,9.484675553,-1.464125677,-2.609860267
470,0,0,-0.5,-0.1875,0.1875,-0.5,0.28125,0.46875,-0.40625,6.569737961,-1.061277635,-1.171773039,2.263932547,0.05735641,1.850086742,6.43452407,-0.996973109,-1.501088197
471,0.375,0.125,-0.25,0.28125,0.09375,0.5625,0.2109375,0.4765625,-0.578125,3.642598676,-0.777645764,-0.503367821,2.514139887,-0.059947597,-1.061161852,4.236035754,-0.607176746,-1.348881659
472,0.5,0.25,0,0.3125,0.125,0.625,0.640625,-0.21875,0.28125,3.007667547,-0.600988524,-0.482936905,1.899583476,-0.02909218,-0.563880958,3.262901064,-0.495086818,-0.844072128
473,0.125,-0.125,0.25,-0.28125,0.28125,-0.0625,0.0078125,-0.0078125,0.390625,-0.187021658,3.528291454,-0.873053748,-1.775756973,0.211307419,-0.227639721,3.733140268,-0.373059548,-0.891864672
474,0.125,0.125,0.25,-0.59375,-0.34375,-0.1875,0.1484375,-0.1328125,0.109375,1.256432843,2.687206797,-0.95622475,4.856498854,-0.424239652,-0.885742847,4.537780398,-0.462251064,-1.088114444
475,0,0,-0.5,0.25,0.75,-0.375,-0.28125,0.28125,-0.40625,-0.223851675,7.802264299,-1.929746418,-1.149028094,-1.390282482,0.306219445,7.025311789,-0.71191898,-1.461051552
476,0,0.25,0,0.3125,-0.375,0.125,-0.046875,0.0625,0.28125,-0.272882958,6.044018592,-1.533294043,-0.402847236,-0.466710825,0.307099144,5.759000792,-0.496871942,-1.351943485
477,0,-0.25,0,-0.125,-0.0625,-0.75,-0.140625,-0.15625,0.09375,-0.063296469,4.926572146,-1.225234325,-1.604900572,-0.8921473,0.054047441,4.635411118,-0.317023564,-1.028920816
478,0,0,-0.5,-0.3125,-0.4375,-0.25,0.234375,-0.328125,-0.3125,1.172335142,3.984595205,-1.20946526,7.054621456,-0.652053031,-1.03954977,6.417103214,-0.987669991,-1.481968136
479,0.25,0,-0.5,0.0625,0.875,0.125,0.0625,-0.046875,-0.875,1.79787763,1.687566782,-0.751192732,-2.417782707,0.541914743,-0.686545291,5.245304915,-0.583821178,-2.361071079
480,-0.375,0.125,-0.25,-0.34375,0.40625,0.6875,-0.4453125,-0.3203125,-0.109375,-0.159621204,18.75676317,-4.9095022,2.845820782,2.386752676,-0.123181999,18.92216821,-0.261262248,-4.973266197
481,0,0,0,0.3125,0.0625,0.125,0.140625,-0.328125,-0.09375,0.978431508,3.006465377,-0.956113951,5.031217079,0.378868738,0.694138123,4.546001592,-0.511822878,-1.035886216
482,0.125,0.125,0.25,-0.46875,0.03125,0.0625,0.2890625,0.1015625,0.765625,-0.104534439,4.817655135,-1.220303001,-0.527811471,0.657793616,-0.113634615,4.849864461,-0.117279355,-1.239767411
483,-0.25,0,0,-0.0625,-0.25,0,-0.484375,-0.1875,0,-0.334644506,5.725844749,-1.402025569,-2.30485919,-0.396085863,0.40449715,5.887601053,-0.756115387,-1.337434563
484,0.25,-0.5,0,0.5,0.1875,0.375,0.296875,-0.40625,0.1875,0.372451241,2.85743743,-0.809732089,3.573623617,0.27461024,0.421198795,3.597458979,-0.47717996,-0.809167646
485,-0.125,0.125,-0.25,0.40625,-0.15625,-0.1875,-0.1484375,0.4296875,-0.109375,-0.252222985,10.0291791,-2.601479091,0.381498257,-1.06252879,0.295152058,9.117459497,-0.583080561,-2.127559515
486,-0.125,0.375,0.25,-0.15625,0.09375,-0.1875,-0.5234375,0.3515625,0.296875,-0.243330688,6.712220347,-1.717216227,0.312605012,0.566741237,-0.254715887,6.725049551,-0.234875545,-1.738500575
487,-0.25,0.25,0,-0.5,0,0.375,-0.203125,0.390625,0,-0.132262371,11.51881035,-3.024842765,1.710382021,1.387622506,-0.145227605,11.61346199,-0.189442595,-3.062314178
488,0,0.25,-0.5,-0.25,0.0625,0.375,-0.28125,0.015625,-0.40625,-0.383002118,9.074445115,-2.261751516,-0.042193224,1.249832603,-0.444734687,9.108906689,-0.357947802,-2.321267406
489,0.125,0.125,0.25,0.46875,0.46875,-0.0625,0.1015625,-0.0859375,0.015625,1.334861226,2.59444012,-0.944274805,4.7714026,0.512549368,1.021114767,4.066065107,-0.280964761,-0.994388589
490,0.125,-0.375,0.25,-0.03125,-0.03125,-0.0625,0.3359375,-0.4453125,0.109375,2.515673405,-0.074839235,-0.517662976,2.031663607,-0.01379578,-0.03076848,2.866587651,-0.425645789,-0.517770668
491,0.125,0.125,0.25,0.53125,0.03125,0.8125,0.4296875,-0.1328125,0.109375,4.004674629,-0.174674511,-0.863368784,0.710007625,0.011842922,-1.199696326,4.106396003,-0.200371156,-0.939393514
492,-0.25,0,0,0.25,-0.0625,-0.375,-0.578125,-0.28125,0.1875,-0.162221936,7.246617752,-1.836081706,-1.432539029,-0.901498661,0.155075395,6.762336208,-0.334952389,-1.585323565
493,0.375,-0.375,0.25,0.03125,-0.15625,-0.3125,0.3984375,-0.4921875,0.015625,2.388123685,-0.131357742,-0.51333656,1.703151138,-0.013665705,0.437719923,2.569055884,-0.365123606,-0.529811295
494,-0.25,0,0.5,0.6875,-0.25,-0.125,-0.109375,-0.09375,0.59375,-0.106137225,8.110834024,-2.131964409,-0.432885126,-0.767618394,0.087950298,7.37426744,-0.152171184,-1.82402491
495,-0.25,0.25,0,0.25,0.625,-0.625,-0.34375,0.34375,-0.28125,-0.125341957,7.510341675,-1.864563952,0.027501915,-1.59574327,0.140913253,6.759966052,-0.399284928,-1.501028933
496,-0.375,-0.125,-0.25,0.21875,-0.71875,-0.4375,-0.2109375,-0.1953125,-0.578125,6.713803596,6.238731949,-3.17241379,-15.69838038,-1.040851976,0.667710483,13.07971899,-0.85199544,-2.902619468
497,0.25,-0.25,0,0.0625,-0.1875,-0.25,0.390625,-0.484375,0,3.416627515,-0.287839662,-0.697893462,2.084459265,0.004564231,0.636355489,3.556736969,-0.539018231,-0.709081019
498,0.125,0.375,-0.25,-0.21875,-0.03125,0.1875,-0.0859375,0.7734375,-0.578125,2.716983945,3.022021374,-1.404215766,-6.962947973,0.513396835,-0.421768564,6.368433956,-0.614525187,-1.419119216
499,0.375,-0.125,-0.25,-0.09375,0.65625,-0.1875,0.3515625,0.2265625,-0.296875,3.502134568,-0.268635767,-0.717964866,1.98652433,-0.010180338,0.824700528,3.661644063,-0.537032642,-0.771570012
500,0.25,-0.25,0,-0.125,0.25,-0.125,0.203125,-0.484375,-0.5625,0.376698945,2.563267008,-0.704182687,3.497107027,0.380088059,0.506944849,3.407661945,-0.503819559,-0.775623431
501,0.125,-0.125,0.25,-0.21875,-0.40625,-0.4375,0.0078125,-0.2890625,0.203125,0.431174612,2.550939207,-0.733736066,3.434358659,-0.283192768,-0.45541911,3.52193545,-0.466809532,-0.806748164
502,0.125,0.375,-0.25,-0.03125,0.28125,0.0625,0.1015625,0.5859375,-0.765625,4.882257417,-0.498796562,-0.889499275,1.036590338,0.279663727,-0.310691858,5.594723165,-1.044486798,-1.177113193
503,0.25,0.25,0,-0.0625,-0.4375,0.5,0.203125,0.390625,0,3.933471307,-0.114051668,-0.877804898,0.398151933,0.018879218,-1.038629125,3.998319124,-0.122338781,-0.934365602
504,-0.375,-0.125,0.25,-0.34375,-0.15625,0.5625,-0.4921875,0.0859375,0.015625,-0.052087896,8.072790515,-2.04578243,-1.238728582,1.386852855,-0.011359589,8.166608225,-0.09794205,-2.093745986
505,0.25,-0.25,0.5,0.75,0.25,0.5,0.203125,-0.203125,0.59375,-0.074686486,3.95358089,-1.01988749,-2.298274412,-0.385618951,0.057660372,3.88437756,-0.467273665,-0.838850457
506,0.125,-0.125,-0.25,0.28125,0.46875,0.1875,0.1015625,-0.1953125,-0.578125,0.779080547,3.196826146,-0.943735857,5.09092366,0.494821386,0.748859584,4.624777431,-0.682199355,-1.069109531
507,0,-0.25,-0.5,0.125,0.1875,0.625,0.234375,0.21875,-0.3125,7.402707488,-0.886382168,-1.431270903,2.270127625,-0.062713916,-2.090670127,7.674174168,-1.0173188,-1.57180095
508,-0.125,0.375,0.25,-0.03125,-0.15625,0.3125,-0.4296875,0.1640625,0.671875,5.491008851,-0.147095589,-1.18653273,-0.342566009,-0.191423942,-1.040039116,5.64243842,-0.798411583,-1.023804845
509,0.125,0.125,0.75,0.21875,0.21875,-0.4375,-0.0859375,0.2890625,0.421875,-0.004421569,3.445024886,-0.874735425,-0.249635434,-0.613387338,-0.015584665,3.231315793,-0.05934525,-0.780981234
510,-0.25,0,0.5,0.0625,0.25,0.125,-0.390625,-0.09375,0.59375,4.340649102,-0.208193346,-0.935838258,1.628071186,-0.486839017,-0.333370476,4.506983388,-0.616679959,-0.884457169
511,-0.25,0.25,0,-0.25,-0.5,0.625,-0.484375,0.390625,0,-0.087932915,7.903386504,-1.97968165,0.29767246,1.480005667,-0.068708396,7.961131387,-0.089521524,-2.035837924
512,0.125,-0.375,-0.25,-0.09375,0.15625,-0.5625,0.2421875,-0.0703125,-0.296875,4.932848824,-0.260659897,-1.062883326,1.919276292,-0.026571397,1.657948324,4.747274297,-0.497993057,-1.027495448
513,0,0,1,-0.75,0,0,0.09375,0,1,-0.031937792,4.089981448,-1.067878592,-1.159313415,0.422551968,0.001074698,4.178290194,-0.11100832,-1.077116809
514,0.125,-0.375,0.25,-0.09375,0.28125,0.5625,-0.0859375,-0.4921875,0.015625,-0.05305666,3.115001455,-0.783362584,-1.783866464,0.384185778,-0.044434071,3.357705128,-0.285449794,-0.793673123
515,0.25,0.25,0.5,-0.5625,-0.0625,0.125,-0.125,0.4375,0.125,-0.094861166,5.0787082,-1.313315406,0.164035044,0.588195553,-0.104926439,5.093430207,-0.093522492,-1.329376086
516,-0.125,0.125,0.25,-0.28125,0.28125,0.3125,-0.1484375,0.1484375,-0.453125,2.870794997,2.898965249,-1.400374008,-6.886851588,0.579881589,-0.338567152,6.341970205,-0.550293962,-1.422290005
517,0.625,0.125,0.25,0.21875,0.21875,0.4375,0.4140625,0.0078125,-0.171875,2.52352922,-0.584580866,-0.345555366,2.035875586,-0.07046305,-0.133586802,2.907202546,-0.456125217,-0.924440776
518,0.125,0.125,-0.25,0.09375,0.46875,0.5625,0.2421875,-0.2265625,-0.296875,5.885546489,-0.724558577,-1.142244441,1.030369713,-0.052929536,-1.282096293,5.98315528,-0.76325605,-1.201155759
519,0,-0.5,0,0.125,0,0,0,-0.59375,-0.1875,3.211344883,-0.092942769,-0.676308549,2.665631619,0.017917055,0.292000268,4.130691587,-0.823870436,-1.294883883
520,-0.125,-0.375,0.25,-0.34375,-0.03125,-0.0625,-0.5703125,-0.1171875,0.765625,-0.066339451,4.370914248,-1.128107001,-2.563297894,0.38776323,-0.034786624,5.498820479,-0.53777479,-2.025865616
521,-0.375,0.625,-0.25,0.15625,0.15625,-0.3125,-0.7265625,0.2734375,0.453125,-0.278672242,19.33202235,-5.012010671,5.93691424,-2.45440755,0.146582133,19.05558711,-0.80164166,-4.735651224
522,-0.625,0.125,0.25,-0.09375,-0.15625,0.1875,-0.9296875,0.0546875,0.859375,-0.202960391,12.21445142,-3.091385918,-1.034437773,1.716585066,-0.132439145,12.28409439,-0.224148756,-3.139840526
523,0.25,-0.25,0,-0.4375,0.3125,0,-0.078125,-0.203125,0,-0.210930781,4.332450553,-1.069810316,-1.778476872,0.392251826,-0.259294975,4.50871907,-0.367142643,-1.089866971
524,-0.25,0.25,-0.5,0.125,-0.125,-0.25,-0.15625,0.15625,-0.6875,5.409148725,5.302609134,-2.549397364,-13.53083222,-1.225826463,0.978795506,11.15116563,-1.011538006,-2.348843893
525,0.375,0.125,0.25,0.21875,-0.21875,0.0625,0.6796875,0.1015625,0.578125,3.291676112,-0.464970917,-0.617024197,1.222974224,0.039095639,0.468570317,3.275279111,-0.554953095,-0.62229167
526,-0.125,0.125,-0.25,0.34375,0.03125,-0.8125,-0.4296875,0.2421875,-0.109375,-0.079278732,11.08412529,-2.849658592,1.19876644,-1.761883832,0.067128167,9.671333712,-0.217098784,-2.261196037
527,-0.25,-0.25,0.5,0.4375,-0.1875,-0.375,-0.578125,-0.296875,0.40625,-0.04988848,4.570584497,-1.183484494,-1.880519594,-0.468305365,0.021460063,4.434394338,-0.271794955,-1.044876651
528,-0.125,0.125,0.25,0.28125,-0.40625,0.4375,-0.0078125,0.2890625,0.203125,3.198331615,1.841153153,-1.237918852,-6.183990226,-0.114135655,-0.237378008,5.685790369,-0.622890274,-1.26133418
529,0,-0.75,-0.5,-0.25,0.1875,0.375,-0.28125,-0.703125,-0.40625,-0.140554413,6.369785988,-1.611112664,-4.084254033,0.680338012,-0.123062673,6.971107633,-0.726738254,-1.626250468
530,0,-0.25,0,-0.25,0.1875,0,-0.1875,-0.390625,0,-0.191783583,4.151864705,-1.025955983,-2.41485086,0.330832895,-0.223420702,4.47137543,-0.496581369,-1.040668922
531,0.125,0.125,-0.75,-0.09375,0.40625,-0.1875,0.0546875,0.2421875,-0.890625,6.198392948,-1.593482521,-0.809887204,3.828198096,-0.243863651,0.997201803,6.758451722,-1.005746351,-2.147373917
532,0.125,0.375,-0.25,-0.09375,0.21875,0.1875,0.5234375,0.0703125,0.265625,5.850442176,-0.666674259,-1.153021616,0.322142159,-0.035258072,-1.13012512,5.899735266,-0.670627357,-1.198361609
533,-0.125,0.125,-0.25,-0.09375,-0.15625,0.5625,-0.2421875,0.5234375,-0.296875,-0.188463787,8.001553797,-1.991829363,-0.031990894,1.351661031,-0.215585533,8.047116948,-0.18241735,-2.043438951
534,0.125,-0.125,0.75,-0.03125,0.03125,0.0625,-0.1796875,-0.0078125,0.984375,2.415761119,-0.066325733,-0.528824005,1.440471315,0.103663601,0.258496691,2.590531421,-0.31095691,-0.505705933
535,-0.125,0.125,0.25,0.40625,0.34375,-0.5625,-0.2421875,0.3359375,0.296875,-0.007971924,6.155564624,-1.573430122,0.097641116,-1.091225122,-0.010397307,5.502998309,-0.090132674,-1.302591157
536,-0.5,0,0.5,0.5,0.125,-0.125,-0.359375,0.046875,0.875,-0.09063451,9.055817791,-2.339334333,-1.396554435,-1.19005228,0.031174905,8.317947577,-0.207115612,-2.013176022
537,-0.125,0.125,0.25,-0.34375,-0.03125,0.9375,-0.3828125,-0.0859375,0.015625,-0.01704732,7.409590398,-1.897156526,0.455549289,1.288942876,0.010949016,7.460934611,-0.023921094,-1.941626964
538,-0.375,-0.125,0.25,0.28125,0.09375,0.3125,-0.2578125,-0.1484375,0.671875,-0.191941159,5.940338524,-1.491029756,-3.047677601,-0.558206802,0.193774649,6.105174525,-0.672695892,-1.372877199
539,0,0,0,0.125,0.25,0,0,0,0.75,-0.153044379,4.299899738,-1.047373109,-1.709606659,-0.606222416,0.165356614,4.287182261,-0.424963557,-0.945052005
540,-0.25,-0.25,0,0,0,0.875,0.078125,0.078125,0,7.470629644,-0.034479108,-1.738153867,0.988436896,0.066479101,-2.641287756,7.686723424,-0.059388808,-1.929337947
541,0.125,0.125,0.25,0.28125,-0.21875,-0.4375,0.0078125,-0.1796875,0.203125,-0.099599797,4.748187639,-1.196402029,-0.377823767,-0.698048589,0.105252984,4.37037143,-0.206519127,-1.015575148
542,-0.375,-0.125,0.25,-0.09375,-0.28125,0.3125,-0.6328125,0.2265625,0.296875,-0.06715557,6.413164301,-1.590125983,-1.624176512,1.155721257,-0.038662065,6.554104376,-0.165568029,-1.632653599
543,0,0,0.5,0.125,-0.125,-0.625,-0.515625,-0.234375,0.3125,-0.0439353,3.965110736,-1.001544217,-0.832639344,-0.567993684,0.033149427,3.765401157,-0.132284693,-0.895436961
544,0.25,0,0,-0.1875,0.5,0.25,0.0625,-0.046875,-0.28125,2.431065877,1.419620057,-0.899771082,-5.050603177,0.387675325,-0.250138619,4.50970204,-0.632090944,-0.926696243
545,0.25,0,0,-0.125,-0.3125,0.625,-0.21875,0.046875,-0.28125,-0.126360239,4.783514742,-1.178700832,-1.062352749,0.869241012,-0.161586649,4.872427036,-0.182044196,-1.211929169
546,-0.25,0,0,-0.125,0.0625,0.125,-0.4375,-0.328125,-0.09375,-0.26142205,6.171058121,-1.524602387,-2.053936296,0.707677375,-0.306383663,6.34873153,-0.413108266,-1.550589579
547,-0.25,-0.25,0,-0.3125,-0.0625,-0.25,-0.0625,-0.34375,0.28125,-0.212901686,5.56077699,-1.379053287,-3.238756472,0.519063042,-0.235523676,5.994656183,-0.633001493,-1.392832672
548,-0.25,-0.25,-0.5,0.125,0.375,-0.25,-0.15625,-0.4375,-0.6875,2.484180077,7.178073865,-2.307457698,11.59789579,1.348514634,2.392783917,10.20474986,-0.904226947,-2.457224248
549,-0.125,0.125,-0.25,0.28125,0.21875,0.0625,0.0859375,0.1015625,-0.578125,-0.394336742,5.831419767,-1.355911586,-1.980103916,-0.810803717,-0.532252998,5.985221206,-0.805055642,-1.29346839
550,0,0,-0.5,0.3125,-0.5625,0.25,0.234375,0.234375,-0.3125,4.172178378,1.793281208,-1.373610198,-7.885268551,-0.20285137,-0.196699693,7.43228942,-1.313911238,-1.705427121
551,0.25,0.25,-0.5,0.25,0.5,0.5,0.296875,-0.171875,-0.40625,5.43334776,-1.561809331,-0.752961737,2.626623354,-0.083616669,-0.856115748,5.700261195,-0.780214892,-1.801469611
552,0,-0.25,-0.5,-0.25,-0.0625,0.375,-0.28125,-0.015625,-0.40625,-0.32894285,8.476626172,-2.086741719,-2.079976621,1.293809182,-0.401511279,8.639122011,-0.440951787,-2.137228621
